0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(1 - p)^10 + (1 - p)^9*p,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^7*p^3,0,0,0,(1 - p)^9*p + (1 - p)^8*p^2,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^8*p^2 + (1 - p)^7*p^3,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^7*p^3,0,0,0,(1 - p)^8*p^2,(1 - p)^7*p^3,(1 - p)^7*p^3,0,(1 - p)^7*p^3,0,0,0,(1 - p)^7*p^3,0,0,0,0,0,0,0
3*(1 - p)^9*p,3*(1 - p)^8*p^2,3*(1 - p)^8*p^2,3*(1 - p)^7*p^3,3*(1 - p)^8*p^2,3*(1 - p)^7*p^3,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,3*(1 - p)^8*p^2,3*(1 - p)^7*p^3,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,(1 - p)^6*p^4,3*(1 - p)^8*p^2,3*(1 - p)^7*p^3,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,(1 - p)^6*p^4,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,(1 - p)^6*p^4,(1 - p)^6*p^4,(1 - p)^6*p^4,0,0,3*(1 - p)^8*p^2,3*(1 - p)^7*p^3,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,(1 - p)^6*p^4,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,(1 - p)^6*p^4,(1 - p)^6*p^4,(1 - p)^6*p^4,0,0,(1 - p)^7*p^3,0,0,(1 - p)^6*p^4,0,(1 - p)^6*p^4,0,0,0,(1 - p)^6*p^4,0,0,0,0,0,0
6*(1 - p)^8*p^2,6*(1 - p)^7*p^3,6*(1 - p)^7*p^3,6*(1 - p)^6*p^4,6*(1 - p)^7*p^3,6*(1 - p)^6*p^4,5*(1 - p)^6*p^4,3*(1 - p)^5*p^5,6*(1 - p)^7*p^3,6*(1 - p)^6*p^4,5*(1 - p)^6*p^4,3*(1 - p)^5*p^5,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^6*p^4 + (1 - p)^5*p^5,3*(1 - p)^5*p^5,0,0,0,0,0,0,2*(1 - p)^6*p^4,3*(1 - p)^5*p^5,0,0,2*(1 - p)^6*p^4,3*(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,0,0,0,0,0,0,2*(1 - p)^6*p^4,3*(1 - p)^5*p^5,0,0,2*(1 - p)^6*p^4,3*(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,3*(1 - p)^7*p^3,4*(1 - p)^6*p^4,2*(1 - p)^6*p^4,0,(1 - p)^6*p^4,0,(1 - p)^6*p^4,(1 - p)^5*p^5,0,0,(1 - p)^6*p^4,(1 - p)^5*p^5,0,0,0,0
0,0,0,0,0,0,(1 - p)^6*p^4,2*(1 - p)^5*p^5,0,0,(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,6*(1 - p)^7*p^3,6*(1 - p)^6*p^4,5*(1 - p)^6*p^4,3*(1 - p)^5*p^5,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^5*p^5,0,0,0,(1 - p)^5*p^5,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,0,0,0,0,0,0,0,(1 - p)^5*p^5,0,0,0,(1 - p)^5*p^5,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,0,0,2*(1 - p)^6*p^4,3*(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,0,0,(1 - p)^6*p^4,0,0,0,(1 - p)^6*p^4,(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6
4*(1 - p)^7*p^3,4*(1 - p)^6*p^4,4*(1 - p)^6*p^4,4*(1 - p)^5*p^5,3*(1 - p)^6*p^4,3*(1 - p)^5*p^5,2*(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,0,0,0,(1 - p)^5*p^5,(1 - p)^6*p^4,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,0,0,(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,0,0,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,6*(1 - p)^7*p^3,6*(1 - p)^6*p^4,5*(1 - p)^6*p^4,3*(1 - p)^5*p^5,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,0,0,0,0,0,0,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,0,0,0,(1 - p)^5*p^5,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,(1 - p)^6*p^4,(1 - p)^5*p^5,0,0,0,0,0,0
(1 - p)^6*p^4,(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^6*p^4,(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6,3*(1 - p)^6*p^4,3*(1 - p)^5*p^5,2*(1 - p)^5*p^5,(1 - p)^4*p^6,0,(1 - p)^5*p^5,2*(1 - p)^5*p^5,3*(1 - p)^4*p^6,3*(1 - p)^6*p^4,3*(1 - p)^5*p^5,2*(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^6*p^4,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^5*p^5,0,0,0,3*(1 - p)^6*p^4,3*(1 - p)^5*p^5,(1 - p)^6*p^4 + 2*(1 - p)^5*p^5,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,(1 - p)^4*p^6,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,0,0,0,0,0,3*(1 - p)^6*p^4,2*(1 - p)^5*p^5,(1 - p)^5*p^5,0,0,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,2*(1 - p)^6*p^4,2*(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^4*p^6,(1 - p)^3*p^7
0,0,0,0,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^6*p^4 + (1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,2*(1 - p)^5*p^5,(1 - p)^4*p^6,0,0,(1 - p)^6*p^4 + (1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,2*(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5,3*(1 - p)^4*p^6,(1 - p)^6*p^4 + 2*(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,2*(1 - p)^5*p^5,(1 - p)^4*p^6,0,0,(1 - p)^6*p^4 + (1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^6*p^4 + 2*(1 - p)^5*p^5,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,2*(1 - p)^6*p^4 + 2*(1 - p)^5*p^5,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^5*p^5,0,0,0,2*(1 - p)^6*p^4 + 2*(1 - p)^5*p^5,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5,(1 - p)^4*p^6,(1 - p)^5*p^5,0,0,0,(1 - p)^5*p^5,(1 - p)^5*p^5,2*(1 - p)^5*p^5,2*(1 - p)^4*p^6,3*(1 - p)^5*p^5,3*(1 - p)^4*p^6,3*(1 - p)^4*p^6,3*(1 - p)^3*p^7
0,0,0,0,0,0,(1 - p)^4*p^6,(1 - p)^4*p^6,0,0,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,(1 - p)^4*p^6,0,0,0,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,(1 - p)^4*p^6,0,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,3*(1 - p)^4*p^6,3*(1 - p)^5*p^5 + (1 - p)^4*p^6,5*(1 - p)^4*p^6,6*(1 - p)^4*p^6,6*(1 - p)^3*p^7,0,0,(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,3*(1 - p)^4*p^6,(1 - p)^6*p^4 + 2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,0,0,(1 - p)^6*p^4 + 2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,2*(1 - p)^4*p^6,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,0,0,2*(1 - p)^5*p^5 + (1 - p)^4*p^6,(1 - p)^4*p^6,0,0,0,0,0,0
