DistDisc,crashProb,runtime(ns)
2,0.6851112295238738,1.514319E8
3,0.5045580145237784,2.19083E8
4,0.3978006024221294,3.168996E8
5,0.33605574216380235,3.015533E8
6,0.31365125489536677,5.775243E8
7,0.2926481009569247,1.1502783E9
