DistDisc,crashProb,runtime(ns)
1.0,0.25016893337057033,3.81379803E10
1.25,0.3570238999929356,1.88408964E10
1.5,0.29542730751405116,9.297983601E9
1.75,0.39851289526229194,8.0645486E9
