0.959
0.38961038961038963,0.967280163599182
0.9943529411764706
0.9705555555555555
0.39662447257383965,0.9864456008713542
0.41379310344827586,0.7702702702702703,0.4144144144144144,0.9899987011300169
0.9018888888888889
0.1691948658109685,0.9832526494831872
0.1,0.6785714285714286,0.5967741935483871,0.989071813795061
0.8792222222222222
0.14615384615384616,0.9823056300268097
0.0933806146572104,0.7755102040816326,0.4409448818897638,0.9864825581395349
0.8592941176470589
0.16137566137566137,0.974803378968832
0.10033444816053512,0.5932203389830508,0.38181818181818183,0.9841878294202204
0.0796812749003984,0.6206896551724138,0.2537313432835821,0.797979797979798,0.28431372549019607,0.75,0.46875,0.9890167364016736
0.8224444444444444
0.1921311475409836,0.9624372759856631
0.1344178082191781,0.5992779783393501,0.4782608695652174,0.9781021897810219
0.11721224920802534,0.5069444444444444,0.44660194174757284,0.7515923566878981,0.2727272727272727,0.7033898305084746,0.5255474452554745,0.9849010760152724
0.752
0.11454372623574144,0.9659161976235147
0.07458405048766495,0.5714285714285714,0.47619047619047616,0.9819680577022154
0.0603448275862069,0.4921875,0.32608695652173914,0.7698412698412699,0.29473684210526313,0.6941176470588235,0.5247524752475248,0.9863932898415657
0.6633333333333333
0.09900309384668271,0.9595778930423896
0.07271274470635238,0.7411764705882353,0.4439461883408072,0.9703128113169954
0.06431159420289854,0.725,0.296875,0.8089887640449438,0.2857142857142857,0.7954545454545454,0.5135135135135135,0.9775082690187431
0.5512941176470588
0.09341885108756275,0.922745808790213
0.06132542037586548,0.6153846153846154,0.37462235649546827,0.9463122230909565
0.04658151765589782,0.5524861878453039,0.28695652173913044,0.7391304347826086,0.21839080459770116,0.7096774193548387,0.39285714285714285,0.9552282768777615
0.3877777777777778
0.10630220197418375,0.8889232673267327
0.08342652650413777,0.7121212121212122,0.4576271186440678,0.9225538345296562
0.08333333333333333,0.6983240223463687,0.3581081081081081,0.7739130434782608,0.23728813559322035,0.7931034482758621,0.5294117647058824,0.9492656875834445
0.1012109765581602
0.02765457865901383,0.837125748502994
0.022804532577903682,0.6446700507614214,0.4811320754716981,0.896551724137931
0.
0.
0.
0.
0.
0.
0.
0.
0.
