0.3178790296237655,0.9837872717507304
0.9901657390155616
0.19382645966067008,0.9656174420804817
0.17788460532269623,0.971033807995266
0.06647408425851516,0.46498291638651873,0.30371641228529855,0.9726069949860137
0.1683639480296474,0.689025881917583,0.5749599333080821,0.9459060385152946
0.07597781126487424,0.32282395477990405,0.3845602012338371,0.5911979420568573,0.2509172077207716,0.48469541988072035,0.6045113907720908,0.9388647737424463
0.07241116890113228,0.6919051052960273,0.35392674010118574,0.9165608551533853
0.0685379418167032,0.4607502330415068,0.21349641517949758,0.7403461357617527
0.007479594806146613,0.19037793202555384
0.004443575616870956
0.000030432422576376817
1.0823565482800874e-19
1.0823431936667629e-19
-2.2250738585072014e-308
-2.2250738585072014e-308
1.082357967759932e-19
1.0822327532819213e-19
-2.2250738585072014e-308
