(1 - p00)^3 + p00*(1 - p01)*(1 - p10),(1 - p00)^2*p00,(1 - p00)*p00*(1 - p01),0
0,p00*(1 - p01)*p10,0,(1 - p00)*p00*p01
0,0,p00*p01*(1 - p11),p00*p01*p11
0,0,0,0
