DistDisc,crashProb,runtime(ns)
0.01,1.0,5.92317933E8
0.05,0.18837838945772636,1.53655907966E11
0.1,0.14897725030101833,4.530049573E11
0.5,0.1745286025217441,1.00148006166E11
1,0.22856985184046077,3.2201265133E10
1.5,0.48233410708777696,1.5769859633E10
2,0.369236214086208,1.7746730933E10
