0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
(1 - p100)*(1 - p110)*(1 - p111),p100*(1 - p110)*(1 - p111),0,0,0,0,0,0
0,0,(1 - p101)*p110*(1 - p111),0,(1 - p110)*(1 - p111)*p111,0,0,0
