DistDisc,crashProb,runtime(ns)
0.5,1.0,2.2331267533E10
1.0,0.45448592879563604,2.7582305E9
1.1,0.43603993334499447,3.139859066E9
1.2,0.4553691282375453,1.897513833E9
1.3,0.5219824484794416,2.073218066E9
1.4,1.0,1.333202E9
1.5,0.4626969449601575,1.317470966E9
1.6,1.0,1.120551966E9
1.65,1.0,6.811661E8
1.7,0.5374166609582127,8.658996E8
1.75,0.5743234129885549,1.377378933E9
1.8,0.5790090078577013,1.402952433E9
1.9,1.0,7.544066E8
2.0,1.0,5.947922E8
