DistDisc,crashProb,runtime(ns)
1.0,0.5052455891979876,7.96862328E10
1.5,0.6799762157078221,1.96697248E10
1.55,1.0,2.25037568E10
1.75,0.6512017824380228,2.15332344E10
2.0,1.0,7.3448668E9
