(1 - p000)^2*(1 - p010)*(1 - p100)*(1 - pList01) + (1 - p001)*(1 - p010)^2*p100*(1 - pList01),(1 - p000)*p000*(1 - p010)*(1 - p100)*(1 - pList01),p000*(1 - p001)*(1 - p010)*(1 - p100)*(1 - pList01),0
(1 - p010)*p010*(1 - p100)*(1 - p101)*(1 - pList01),(1 - p001)*(1 - p010)*p010*p100*(1 - pList01) + (1 - p010)*p010*p100*(1 - p101)*(1 - pList01),0,p000*p001*(1 - p010)*(1 - p100)*(1 - pList01)
(1 - p000)*(1 - p011)*(1 - p100)*(1 - p110)*pList01,p000*(1 - p011)*(1 - p100)*(1 - p110)*pList01,p001*(1 - p010)*(1 - p011)*p100*(1 - pList01) + p010^2*(1 - p101)^2*(1 - pList01) + (1 - p001)*(1 - p011)*p100*(1 - p110)*pList01,p001*(1 - p010)*p011*p100*(1 - pList01)
p010*(1 - p011)*p101*(1 - p110)*(1 - pList01) + (1 - p010)*(1 - p011)*(1 - p101)*p110*pList01 + p011*(1 - p100)*(1 - p110)*(1 - p111)*pList01,p011*p100*(1 - p110)*(1 - p111)*pList01,0,p010^2*(1 - p101)*p101*(1 - pList01) + p001*(1 - p011)*p100*(1 - p110)*pList01
p011*(1 - p110)*(1 - p111)*p111*pList01,p010*(1 - p011)*p101*p110*(1 - pList01) + p010*(1 - p011)*(1 - p101)*p110*pList01,p010*p011*p101*(1 - p111)*(1 - pList01) + p011*(1 - p101)*p110*(1 - p111)*pList01,p010*p011*p101*p111*(1 - pList01)
0,p011*p110*(1 - p111)*p111*pList01,(1 - p011)^2*p101*p110*pList01 + p011*(1 - p111)*p111^2*pList01,(1 - p011)*p011*p101*p110*pList01 + p011*p101*p110*(1 - p111)*pList01 + p011*p111^3*pList01
