DistDisc,crashProb,runtime(ns)
0.1,0.2186191572121358,5.912114616E11
0.25,0.26773024474216683,2.412364308E11
0.5,0.36604982591192226,1.12419284E11
1,0.5724434535035311,7.3049873E10
