(1 - p011)*(1 - p100)*(1 - p110),(1 - p011)*p100*(1 - p110),(1 - p011)*(1 - p101)*p110,(1 - p011)*p101*p110,p011*(1 - p110)*(1 - p111),p011*p110*(1 - p111),p011*(1 - p111)*p111,0
0,0,0,0,0,0,0,p011*p111^2
