DistDisc,crashProb,runtime(ns)
0.25,0.16381510837266292,1.521315408E11
0.5,0.19480590388795185,7.92204249E10
1,0.3563716377749599,4.50074865E10
1.05,1.0,9.5174813E9
1.1,1.0,7.4645017E9
1.15,0.7486520405816417,4.55495341E10
1.2,0.7800838276021598,4.52678782E10
1.25,1.0,6.7545707E9
1.5,1.0,5.4618614E9
2,1.0,8.3266314E9
