DistDisc,crashProb,runtime(ns)
0.1,0.17191178188883874,1.70658058E11
0.25,0.20129087471412738,4.95476703E10
0.5,0.2763405725046757,2.01358219E10
1,0.5027945004611722,1.26896701E10
