1.0
1.0,1.0
1.0,1.0,1.0
1.0,1.0,0.9999203337291188,0.9970925666265356
0.9989536079645811,0.9920793798513774,0.9849509526661402,0.9223731196747647,0.8368410820978606
0.9097593251305888,0.872092936051402,0.875537352308154,0.8468830356438077,0.8131248776605472,0.8019487329522729
0.7698751805044884,0.7646061849818687,0.79243566778106,0.8129759148235507,0.7962759655560406,0.7890514429702845,0.7728876653723605
0.7807327006900505,0.7458543025935837,0.7981314420726039,0.8043893983445402,0.7843928606476265,0.7725833384992585,0.7714239336793031,0.7666597207148184
0.7850972045014294,0.7425557537251989,0.8064647864475116,0.8039417176636925,0.7819547803423703,0.7634977990713167,0.7582423026103698,0.7507363586567378,0.730338097584479
0.7777736037902371,0.7345079015891826,0.8038779355063762,0.8004758329132797,0.7777067764414659,0.7558007500317044,0.7472606991784224,0.7370194659116506,0.7327002116122044,0.7352312222392391
0.7667171622556418,0.7222323820703203,0.7945440998631151,0.7916783891521569,0.7683178569130978,0.7457054011839994,0.7391512221206432,0.7273076769809402,0.7178792089201197,0.7178368831668182,0.7065126510412908
0.7599154510252221,0.7176481226403991,0.7906969109364964,0.7884475837416649,0.7602995001451712,0.7386338439424164,0.7342624945109363,0.7229483846272254,0.7137807728370943,0.7139943777675585,0.6964207063604652,0.6836242642479734
0.7529871794645809,0.7093736017098049,0.7872911809921065,0.7809636562990631,0.7544276055396472,0.7330898755948153,0.7281376516653085,0.7166524371755424,0.7065130542538699,0.7051767935568947,0.6848884881857186,0.6733830807444209,0.6669367796437856
