1.0
1.0,1.0
1.0,1.0,1.0
1.0,1.0,0.9999203337291188,0.9964216204634283
0.9989536079645811,0.9920793798513774,0.9849509526661402,0.9061737141461617,0.817450413659289
0.9097593251305888,0.872092936051402,0.875537352308154,0.8417585286404217,0.8239092931525847,0.8488513780271925
0.7698751805044884,0.7646061849818687,0.79243566778106,0.8231352873160133,0.8235407964147967,0.8435956185219721,0.8420634759344415
0.7807327006900505,0.7458543025935837,0.7981314420726039,0.8170872366632268,0.8182452030966924,0.8276632987200293,0.830954624007603,0.8311322021254045
0.7850972045014294,0.7425557537251989,0.8064647864475116,0.8173687925612044,0.8165024976214995,0.819832327293401,0.8239846005035308,0.8225297047891741,0.824895174581899
0.7777736037902371,0.7345079015891826,0.8038779355063762,0.8150622167400688,0.8135704554323909,0.8148921720999988,0.8217026696640418,0.8202144154884222,0.8191361937434519,0.8268150418739704
0.7667171622556418,0.7222323820703203,0.7945440998631151,0.807034757238961,0.8064235739774565,0.8070781070829048,0.8148853305429516,0.8130651066741114,0.8072428076837052,0.815379447487889,0.8532563255206451
0.7599154510252221,0.7176481226403991,0.7906969109364964,0.8041063701869416,0.7984471526759264,0.8021649077484377,0.8102536841195728,0.800443853095082,0.8049100326525204,0.8178463031821562,0.8482103531802323,0.8022651651549831
0.7529871794645809,0.7093736017098049,0.7872911809921065,0.7967781800069319,0.7942357004445012,0.7977198745641801,0.7982761436497655,0.799281803006478,0.8090149370970198,0.8120325253443389,0.8424442440928595,0.7958644254652628,0.7502025847328395
