7.53929862E8,2.080911446E9,8.14220542E8,3.50353086E8,1E8
4.1299968E8,1.538871562E9,9.47125259E8,5.02673781E8,2.33746365E8
2.80866883E8,1.72505667E9,2.065552721E9,1.110810876E9,2.57155832E8
3.23852271E8,8.59791964E8,2.770665102E9,6.23027084E8,4.95386873E8
8.52666074E8,1.901605779E9,3.99116614E9,1.241396751E9,4.88913535E8
3.04725037E8,1.709741575E9,1.973748462E9,1.147700887E9,4.98791985E8
2.88347728E8,1.87948518E9,2.436575672E9,1.207483254E9,4.95762877E8
3.46438831E8,9.64409832E8,4.902419734E9,1.346492256E9,5.5807108E8
3.37369285E8,9.59203892E8,2.806489588E9,1.480980656E9,6.25003566E8
2.26243163E8,6.20955716E8,7.95055953E8,8.91259442E8,2.02539798E8
2.58811759E8,6.71744079E8,7.89291303E8,9.19835649E8,4.17973574E8
2.35073765E8,6.34994766E8,8.20832698E8,4.65845203E8,4.24806107E8
1.47153376E8,6.79982705E8,4.45948179E8,4.72488441E8,4.61585233E8
1.18274518E8,3.58608673E8,8.45664019E8,4.90815949E8,1E8
1.41900147E8,3.58170764E8,8.93366761E8,5.03057245E8,1E8
1.30517414E8,3.80069345E8,4.42970342E8,4.9599115E8,1E8
1.46303691E8,3.65847597E8,4.53671544E8,5.33707387E8,1E8
1.40987948E8,4.16532599E8,4.77508077E8,5.15088951E8,1E8
1.66039889E8,3.7717083E8,9.54005363E8,2.53575217E8,1E8
1.48156797E8,3.9226419E8,4.48306287E8,2.54246118E8,1E8
1.70579439E8,3.81787414E8,2.34813941E8,2.83528259E8,2.49478632E8
