(1 - p00)^5 + 3*(1 - p00)^2*p00*(1 - p01)*(1 - p10),(1 - p00)^4*p00 + 2*(1 - p00)*p00^2*(1 - p01)*(1 - p10),(1 - p00)^3*p00*(1 - p01) + p00^2*(1 - p01)^2*(1 - p10),0
p00*(1 - p01)^2*(1 - p10)*p10,(1 - p00)^2*p00*(1 - p01)*p10,(1 - p00)*p00*(1 - p01)^2*p10,(1 - p00)^3*p00*p01 + p00^2*(1 - p01)*p01*(1 - p10)
2*(1 - p00)*p00*p01*(1 - p10)*(1 - p11),p00*(1 - p01)^2*p10^2 + p00^2*p01*(1 - p10)*(1 - p11),(1 - p00)^2*p00*p01*(1 - p11),(1 - p00)*p00*(1 - p01)*p01*p10 + (1 - p00)^2*p00*p01*p11
p00*p01*(1 - p10)*(1 - p11)*p11,(1 - p00)*p00*p01*p10*(1 - p11),2*p00*(1 - p01)*p01*p10*(1 - p11) + (1 - p00)*p00*p01*(1 - p11)*p11,p00*(1 - p01)*p01*p10*p11 + (1 - p00)*p00*p01*p11^2
0,p00*p01*p10*(1 - p11)*p11,p00*p01*(1 - p11)*p11^2,p00*p01^2*p10*(1 - p11) + p00*p01*p11^3
0,0,0,0
