DistDisc,crashProb,runtime(ns)
0.5,0.06104753187440771,6.8386535E9
1.0,0.1575830084355354,1.626879933E9
1.1,0.1443640632417504,1.265787333E9
1.2,0.14449361192303087,1.859112466E9
1.3,0.14090873955216704,6.316545E8
1.4,0.22177752366087494,6.52464533E8
1.5,0.19578165398080957,9.48286133E8
1.6,1.0,8.68387666E8
1.65,1.0,3.960032E8
1.7,0.11601720729228622,5.50512433E8
1.75,0.15717910900117518,6.95772666E8
1.8,0.22645199730616483,4.560297E8
1.9,1.0,2.01767866E8
2.0,1.0,4.49293533E8
