DistDisc,crashProb,runtime(ns)
1.0,0.26317316482599,5.445423177E11
1.25,0.29502064609278406,2.459690349E11
1.5,0.2120953542011969,1.676099849E11
1.75,0.26098774553150333,1.131915125E11
