(1 - p000)^2*(1 - pList00) + (1 - p001)*(1 - p010)*pList00,(1 - p000)*p000*(1 - pList00),p000*(1 - p001)*(1 - pList00),0
0,(1 - p001)*p010*pList00,0,p000*p001*(1 - pList00)
0,0,p001*(1 - p011)*pList00,p001*p011*pList00
0,0,0,0
