0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
(1 - p00)*(1 - p10)*(1 - p11),p00*(1 - p10)*(1 - p11),(1 - p01)*p10*(1 - p11),0,0,0,0,0
0,0,0,p01*p10*(1 - p11),(1 - p10)*(1 - p11)*p11,p10*(1 - p11)*p11,0,0
