3.99052904E8
2.36485269481E11,2.69070316477E11
2.48920723466E11,2.56844196219E11,3.29701079334E11
3.03260340484E11,2.48028309964E11,3.12188184629E11,3.66291566773E11
2.71253952957E11,2.92598682726E11,3.124302157E11,3.45882808648E11,3.89670684143E11
2.48105590289E11,2.79074174373E11,2.8343317731E11,2.89356282772E11,3.44665213814E11,3.81681968332E11
2.52169938604E11,2.61353258527E11,2.95161169943E11,3.07815029292E11,3.13658972023E11,3.15856440447E11,3.75295375094E11
2.44854335025E11,2.55873817099E11,2.83794869768E11,3.31288840886E11,3.36776989934E11,3.11354166707E11,3.27042729641E11,3.41007822648E11
2.25132985826E11,2.5942958414E11,2.69126798319E11,2.7700996764E11,3.18260502256E11,3.08766912139E11,2.7905004252E11,3.5095717537E11,3.32280088598E11
2.90869528405E11,3.17062762591E11,3.26635779335E11,3.41783212552E11,3.16229204765E11,3.18871871617E11,3.16666631909E11,3.24704100484E11,2.99557385649E11,3.08635815555E11
2.74130072816E11,2.85339701989E11,2.93044052424E11,3.13919935666E11,3.16448343148E11,2.89481964754E11,2.78705055097E11,2.87162730763E11,2.80485910789E11,2.79332655788E11,2.82521840184E11
