1.0
1.0,1.0
1.0,0.9999203337291188,0.9970925666265356
0.9989536079645811,0.9849509526661402,0.9223731196747647,0.8368410820978606
0.9097593251305888,0.875537352308154,0.8468830356438077,0.8131248776605472,0.8019487329522729
0.7698751805044884,0.79243566778106,0.8129759148235507,0.7962759655560406,0.7890514429702845,0.7728876653723605
0.7807327006900505,0.7981314420726039,0.8043893983445402,0.7843928606476265,0.7725833384992585,0.7714239336793031,0.7666597207148184
0.7850972045014294,0.8064647864475116,0.8039417176636925,0.7819547803423703,0.7634977990713167,0.7582423026103698,0.7507363586567378,0.730338097584479
0.7777736037902371,0.8038779355063762,0.8004758329132797,0.7777067764414659,0.7558007500317044,0.7472606991784224,0.7370194659116506,0.3264468104539494,0.44956173796094495
0.19980027815604776,0.22777580203081527,0.2269508097903078,0.20148465299680696,0.15814782660507123,0.14794411991440581,0.15211006167448818,0.18109375267158215,0.3072809796154156,0.3776206288228013
0.24672235344767965,0.2757527460870763,0.26427892607340364,0.23899168862570966,0.17947022611544305,0.14434054955215606,0.13905461655970727,0.14380731178831183,0.1851226340253622,0.31061071622261444,0.36848694195289694
