3.0553366E7
1.85981696764E11,1.88365636266E11
1.8151339118E11,1.97466968199E11,2.20141277826E11
2.02328550741E11,2.23986233642E11,2.13101027891E11,2.4185876743E11
2.37801042706E11,2.13521676958E11,2.08224012526E11,2.31618447206E11,2.59956284638E11
1.9778805E7,3.4551676E7,4.9680365E7,2.4595675208E11,2.52230150647E11,2.81072415907E11
2.2006977E7,4.0889914E7,6.0908859E7,1.97758231338E11,2.67424223841E11,2.78410719005E11,3.03607461401E11
1.6976831E7,2.8570424E7,1.66077847963E11,1.87878213876E11,2.17012938581E11,2.72285643595E11,2.89008370593E11,3.05650299621E11
2.1832007E7,1.75307163711E11,2.0699606328E11,2.06203582626E11,2.45948309605E11,2.73051457827E11,2.65802698416E11,2.79083078701E11,2.80853441377E11
1.88591187008E11,2.23994435222E11,2.14429662538E11,2.24522997979E11,2.35418891069E11,2.69078277208E11,2.72782415182E11,2.637673994E11,2.62662701103E11,2.69068041144E11
1.81125751812E11,1.93769683511E11,1.78826502344E11,1.91142085855E11,1.94824969035E11,1.93577506639E11,2.3992657645E11,2.48799334318E11,2.38877002727E11,2.55454544667E11,2.32513972923E11
1.70021480441E11,1.82311437234E11,1.87849848733E11,1.80410588651E11,1.86211820217E11,2.22179968482E11,2.3677933918E11,2.28691443246E11,2.30363551571E11,2.43050666728E11,2.30349027029E11,2.40033456722E11
1.73527990029E11,1.81276065191E11,1.8304555438E11,1.76885779479E11,1.96664754587E11,2.17442646948E11,2.16408580157E11,2.37972395196E11,2.61786681169E11,2.4864844427E11,2.14780537257E11,2.32519588432E11,2.18359312146E11
