3.72831886E8
1.83252446645E11,2.21515376187E11
1.95043371956E11,2.04932835665E11,2.22897659745E11
2.11074143519E11,2.36923499071E11,2.38435089451E11,2.61106435975E11
2.53351717534E11,2.160724533E11,2.34871867268E11,2.476024559E11,2.67545710201E11
2.41224740166E11,2.29141876394E11,2.64219728592E11,2.49695526824E11,2.61918507232E11,2.93355289998E11
2.29568024939E11,2.42879884798E11,2.5802950221E11,2.50660846534E11,2.56451384231E11,2.55439514061E11,2.68280742461E11
2.44399492158E11,2.66709831804E11,2.47082630854E11,2.59314622246E11,2.60121594729E11,2.5146872399E11,2.56859008301E11,2.76835098274E11
2.10173219757E11,2.28808147526E11,2.20371637111E11,2.23915970645E11,2.44890271304E11,2.44183725809E11,2.32364118534E11,2.46651356036E11,2.63671841257E11
1.85260372086E11,2.26013428487E11,2.27086718728E11,2.18238447475E11,2.13167979456E11,2.33658211364E11,2.45287800564E11,2.44211191283E11,2.53865768252E11,2.72296189585E11
1.72342107422E11,2.08633090856E11,1.83768640484E11,2.07755884233E11,1.99488116375E11,2.05297684534E11,2.38702068417E11,2.51373317081E11,2.34721159479E11,2.38528565436E11,2.3896037207E11
1.65599419015E11,1.89976022015E11,1.93232417556E11,1.90951996327E11,1.9104562386E11,2.14030197921E11,2.46517408884E11,2.31541477594E11,2.34349982845E11,2.54545245476E11,2.40312990474E11,2.36513946369E11
1.72399731689E11,1.90982200395E11,1.75787864532E11,1.86865225912E11,2.02679827038E11,2.17507006124E11,2.1006593193E11,2.25445411145E11,2.53975241947E11,2.36461418028E11,2.08262824745E11,2.18491781578E11,2.32449566289E11
