0,0,0,0,0,0,0,0
(1 - p0)^3,(1 - p0)^2*p0,(1 - p0)*p0*(1 - p1),0,0,0,0,0
0,0,0,(1 - p0)*p0*p1,(1 - p0)*p0*(1 - p1),0,0,0
0,0,0,0,0,p0^2*(1 - p1),0,0
